Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
Navio1021,33,11,75530,8,17,26,7,58,2020,CNTR,Porto5,Porto5,1
Navio1022,26,10,43591,12,17,21,11,97,1993,CG,Porto4,Porto1,0
Navio1023,43,16,115191,12,19,11,17,68,2005,GLP,Porto4,Porto4,0
Navio1024,32,8,147645,8,18,20,7,74,2004,GSM,Porto2,Porto4,0
Navio1025,30,6,108612,12,10,29,5,20,1990,CG,Porto5,Porto4,0
Navio1026,18,15,191738,10,17,18,12,39,2009,CG,Porto5,Porto1,0
Navio1027,57,17,83667,10,14,27,5,43,2017,CG,Porto1,Porto1,1
Navio1028,39,7,172021,11,8,21,7,113,2014,GL,Porto4,Porto1,0
Navio1029,36,16,195270,17,10,12,13,37,2003,GSM,Porto4,Porto4,0
Navio1030,43,11,192465,19,14,13,10,31,2010,GL,Porto3,Porto1,0
Navio1031,36,15,127567,16,16,20,8,104,2013,GL,Porto4,Porto3,1
Navio1032,29,11,192284,14,15,33,16,89,2007,GL,Porto5,Porto5,0
Navio1033,16,14,160846,10,9,12,14,115,2008,GL,Porto5,Porto1,0
Navio1034,27,10,43485,15,9,28,8,82,2020,CNTR,Porto2,Porto3,1
Navio1035,26,15,182706,9,8,13,9,113,1992,CG,Porto4,Porto1,0
Navio1036,40,6,72770,13,9,26,9,33,2009,CG,Porto2,Porto4,1
Navio1037,54,12,110208,18,12,23,11,45,1998,GL,Porto5,Porto3,0
Navio1038,26,7,186259,12,9,16,10,64,2013,CG,Porto3,Porto3,0
Navio1039,41,7,83247,16,19,15,14,61,1992,GLP,Porto1,Porto3,0
Navio1040,49,9,83064,17,8,15,12,60,1997,CNTR,Porto3,Porto3,0
Navio1041,16,6,168620,19,18,27,13,34,2010,GS,Porto4,Porto3,0
Navio1042,31,9,152842,16,11,16,17,36,1997,GL,Porto4,Porto2,0
Navio1043,16,7,123065,11,16,23,16,38,2000,GS,Porto2,Porto5,0
Navio1044,31,9,130383,14,18,18,16,88,2006,CG,Porto1,Porto3,1
Navio1045,48,17,39265,13,18,26,12,88,1990,CNTR,Porto2,Porto3,0
Navio1046,48,7,184731,11,12,16,15,94,1993,GS,Porto5,Porto5,0
Navio1047,59,10,119903,19,17,24,14,56,2005,CG,Porto1,Porto1,0
Navio1048,53,13,49328,14,9,12,5,48,2021,GSM,Porto2,Porto5,1
Navio1049,55,16,79069,11,12,31,10,77,1990,GS,Porto5,Porto3,0
Navio1050,23,12,105574,18,19,11,12,25,2002,CNTR,Porto3,Porto4,0
Navio1051,28,10,149516,9,18,29,12,33,2010,CNTR,Porto1,Porto3,1
Navio1052,57,11,68948,17,14,33,19,110,2022,CNTR,Porto4,Porto2,1
Navio1053,34,12,127694,16,12,23,7,71,2020,CG,Porto5,Porto2,1
Navio1054,47,6,147793,10,19,33,18,98,2010,CG,Porto1,Porto2,0
Navio1055,38,10,45465,11,10,17,18,91,2002,GLP,Porto3,Porto5,0
Navio1056,19,15,159654,13,15,18,8,104,2000,GSM,Porto5,Porto2,0
Navio1057,46,9,55114,15,19,22,6,91,1997,GLP,Porto1,Porto4,0
Navio1058,37,13,97374,10,12,16,6,27,2001,GS,Porto3,Porto2,0
Navio1059,15,6,73026,11,18,30,17,68,1995,CNTR,Porto5,Porto4,0
Navio1060,52,6,114696,11,10,12,16,48,1996,GLP,Porto5,Porto3,0
Navio1061,46,14,161416,17,19,17,18,61,2017,GSM,Porto5,Porto3,0
Navio1062,30,9,168702,13,13,21,16,90,2015,GSM,Porto5,Porto2,0
Navio1063,34,12,145186,15,17,22,7,57,1994,GL,Porto2,Porto1,0
Navio1064,30,11,57177,8,10,26,16,20,1994,GL,Porto2,Porto5,0
Navio1065,27,13,181850,9,19,33,19,15,1995,GS,Porto2,Porto5,0
Navio1066,25,9,157537,15,17,29,8,76,1998,CNTR,Porto4,Porto3,0
Navio1067,56,8,97281,19,14,13,13,24,2004,CNTR,Porto2,Porto3,0
Navio1068,31,14,132903,16,13,25,6,111,2012,GLP,Porto5,Porto2,1
Navio1069,21,7,58758,14,16,28,13,62,2014,CNTR,Porto5,Porto1,1
Navio1070,36,9,34850,11,19,25,18,74,2001,CNTR,Porto2,Porto5,0
Navio1071,45,14,186114,14,18,20,11,39,2001,GLP,Porto3,Porto5,0
Navio1072,18,17,152879,9,16,33,16,30,1999,CNTR,Porto1,Porto4,0
Navio1073,31,9,100027,19,15,31,18,79,1990,GL,Porto3,Porto1,0
Navio1074,15,17,54856,8,16,18,7,13,1995,GLP,Porto2,Porto5,0
Navio1075,16,11,40475,19,16,27,9,84,2005,GL,Porto2,Porto2,0
Navio1076,47,7,63980,17,8,23,13,88,2013,GL,Porto1,Porto2,1
Navio1077,58,8,182683,11,9,12,18,15,2008,GSM,Porto2,Porto5,0
Navio1078,33,16,154591,8,17,14,12,32,1999,CNTR,Porto1,Porto5,0
Navio1079,33,17,129980,18,17,22,13,77,2012,GL,Porto3,Porto2,1
Navio1080,37,17,124509,18,15,26,15,22,2007,CG,Porto1,Porto3,1
Navio1081,30,12,87893,12,16,22,8,118,2006,GSM,Porto4,Porto1,1
Navio1082,30,9,151289,17,18,25,17,10,2011,GSM,Porto2,Porto2,1
Navio1083,43,8,182104,11,13,11,13,42,2011,GS,Porto4,Porto1,0
Navio1084,22,11,188964,11,10,13,7,48,2000,GS,Porto3,Porto5,0
Navio1085,42,9,82219,14,16,24,19,78,2005,GS,Porto4,Porto1,0
Navio1086,39,11,197413,19,16,28,5,98,2014,CG,Porto4,Porto2,0
Navio1087,39,17,69282,9,18,31,16,104,2021,GSM,Porto5,Porto4,1
Navio1088,27,7,36927,14,15,11,16,50,2010,GS,Porto4,Porto5,1
Navio1089,28,15,67655,9,11,19,10,78,1996,GSM,Porto2,Porto1,0
Navio1090,33,16,194286,14,14,27,5,20,2009,CNTR,Porto1,Porto5,0
Navio1091,29,7,101734,19,8,18,11,102,2002,GS,Porto2,Porto1,0
Navio1092,29,16,111260,8,13,24,9,39,2021,CG,Porto3,Porto2,1
Navio1093,35,11,38145,17,8,30,12,26,1992,GS,Porto5,Porto5,0
Navio1094,22,15,77725,14,17,17,18,94,2014,GL,Porto5,Porto2,1
Navio1095,59,16,128784,12,9,33,8,26,1991,CNTR,Porto2,Porto2,0
Navio1096,58,14,47990,16,16,15,6,85,2019,CG,Porto5,Porto1,1
Navio1097,42,15,143363,13,11,34,17,94,2020,GLP,Porto4,Porto5,1
Navio1098,59,9,107734,18,14,16,16,19,2016,GL,Porto2,Porto5,1
Navio1099,30,8,93809,11,19,11,17,31,1995,GLP,Porto2,Porto5,0
Navio1100,38,8,110485,12,17,20,6,92,1999,CG,Porto2,Porto4,0
Navio1101,26,10,115345,12,12,12,10,88,1998,GL,Porto3,Porto5,0
Navio1102,28,13,71091,12,8,27,13,65,2003,CG,Porto2,Porto2,0
Navio1103,44,14,168362,13,11,16,19,37,2021,GSM,Porto1,Porto1,0
Navio1104,46,14,116706,19,11,20,6,51,2013,GLP,Porto4,Porto5,0
Navio1105,33,11,185553,15,13,19,9,83,2003,GS,Porto4,Porto4,0
Navio1106,19,11,190259,16,14,23,18,45,1992,GLP,Porto1,Porto4,0
Navio1107,43,9,71293,13,8,14,18,73,2012,GS,Porto5,Porto2,1
Navio1108,16,16,43730,17,13,16,15,93,2007,GSM,Porto3,Porto4,1
Navio1109,38,13,186495,18,12,29,10,68,1995,GSM,Porto2,Porto1,0
Navio1110,31,12,173841,11,17,23,10,20,2005,GLP,Porto3,Porto5,0
Navio1111,56,6,115022,10,8,24,7,63,2014,GL,Porto2,Porto5,1
Navio1112,41,14,177369,18,10,15,9,74,2009,GSM,Porto2,Porto1,0
Navio1113,17,11,155577,9,18,26,18,32,1994,GSM,Porto4,Porto4,0
Navio1114,32,17,115145,19,12,28,11,112,1990,GS,Porto4,Porto4,0
Navio1115,35,11,121888,8,13,12,7,53,1990,GLP,Porto5,Porto5,0
Navio1116,53,9,113196,15,9,22,8,82,2000,GS,Porto2,Porto4,0
Navio1117,15,14,92025,9,8,27,11,85,2019,CG,Porto5,Porto1,1
Navio1118,21,15,162604,12,15,13,17,103,2014,GSM,Porto1,Porto3,0
Navio1119,59,15,88686,12,14,11,8,38,1999,GS,Porto1,Porto4,0
Navio1120,37,13,146832,18,11,11,9,62,2001,CG,Porto4,Porto1,0
Navio1121,30,10,191685,8,16,28,11,10,2010,GLP,Porto2,Porto1,0
Navio1122,25,13,87547,15,9,16,6,75,1991,GSM,Porto2,Porto1,0
Navio1123,49,7,43496,10,10,19,11,91,2001,CG,Porto1,Porto1,0
Navio1124,55,9,184489,13,14,23,17,22,1995,CG,Porto1,Porto4,0
Navio1125,53,11,162524,14,8,33,17,54,2016,GSM,Porto5,Porto3,0
Navio1126,36,16,199666,12,13,19,13,105,2003,CNTR,Porto4,Porto1,0
Navio1127,49,17,97680,11,12,13,7,61,1993,CNTR,Porto4,Porto5,0
Navio1128,47,14,109964,9,8,23,15,109,2022,CNTR,Porto5,Porto2,1
Navio1129,57,15,143400,8,13,23,6,115,2022,GSM,Porto4,Porto5,1
Navio1130,59,11,57210,17,16,27,6,20,1994,GSM,Porto2,Porto2,0
Navio1131,50,14,77459,17,14,20,14,70,1991,GLP,Porto3,Porto2,0
Navio1132,56,13,199149,10,10,26,13,115,2017,GL,Porto2,Porto2,0
Navio1133,54,9,99099,14,10,16,14,54,2016,GSM,Porto2,Porto2,1
Navio1134,42,11,116949,15,11,24,11,29,2011,GL,Porto5,Porto3,1
Navio1135,25,15,38895,8,14,10,17,71,2012,GSM,Porto1,Porto3,1
Navio1136,19,12,45713,9,10,21,18,60,2004,CNTR,Porto4,Porto2,0
Navio1137,32,16,151085,16,10,25,7,68,2001,CG,Porto5,Porto4,0
Navio1138,18,11,98643,15,15,11,16,70,2010,GS,Porto5,Porto4,1
Navio1139,52,17,103450,16,16,34,17,118,2005,GSM,Porto5,Porto3,0
Navio1140,45,9,97792,12,18,15,9,29,1992,GLP,Porto3,Porto2,0
Navio1141,38,8,176465,15,14,25,5,112,2008,GS,Porto5,Porto3,0
Navio1142,44,9,165811,17,8,18,13,83,1999,GS,Porto4,Porto3,0
Navio1143,53,15,69263,14,16,15,13,23,2020,GL,Porto5,Porto3,1
Navio1144,45,7,107037,16,8,26,15,88,2013,GL,Porto1,Porto5,1
Navio1145,26,17,123128,16,19,13,10,79,2015,CNTR,Porto2,Porto2,0
Navio1146,17,12,62281,9,16,26,10,119,1997,GL,Porto4,Porto3,0
Navio1147,44,15,117333,17,8,17,12,68,2000,GS,Porto5,Porto3,0
Navio1148,22,9,117754,17,17,14,6,93,2013,GL,Porto1,Porto3,1
Navio1149,24,13,113168,18,19,17,18,53,1994,GL,Porto2,Porto2,0
Navio1150,38,13,41903,9,17,16,7,107,2006,GL,Porto4,Porto5,1
Navio1151,15,11,163823,12,12,28,15,46,2003,GL,Porto4,Porto5,0
Navio1152,32,17,121861,8,15,14,15,118,2022,GS,Porto4,Porto2,1
Navio1153,55,8,173949,18,15,25,15,109,1997,GS,Porto4,Porto1,0
Navio1154,36,7,157072,17,15,21,16,40,2021,GS,Porto2,Porto5,0
Navio1155,45,16,99226,14,8,17,11,66,2018,CG,Porto3,Porto4,1
Navio1156,41,13,123189,19,11,33,11,10,2006,GS,Porto2,Porto5,0
Navio1157,30,11,77381,18,19,24,12,39,1997,CG,Porto4,Porto2,0
Navio1158,32,6,96728,10,10,23,14,115,2016,GL,Porto5,Porto5,1
Navio1159,25,9,80317,13,19,13,15,107,2015,CG,Porto1,Porto5,0
Navio1160,32,13,91986,15,18,17,18,21,2013,GL,Porto4,Porto5,1
Navio1161,18,7,74076,10,12,29,7,59,1996,GLP,Porto3,Porto5,0
Navio1162,54,6,129504,10,13,27,7,52,2020,GS,Porto5,Porto3,1
Navio1163,24,14,136863,16,13,18,15,15,2001,GL,Porto1,Porto4,0
Navio1164,44,7,158307,14,10,19,12,19,2013,GLP,Porto3,Porto4,0
Navio1165,18,13,198763,8,12,18,10,37,2010,GL,Porto2,Porto1,0
Navio1166,22,13,71489,10,16,26,14,56,1997,GS,Porto2,Porto1,0
Navio1167,31,12,169616,11,8,22,10,53,1990,CG,Porto5,Porto2,0
Navio1168,49,6,132112,9,8,34,19,25,2004,CG,Porto1,Porto5,0
Navio1169,19,11,113723,13,9,19,18,73,2000,GL,Porto4,Porto3,0
Navio1170,41,11,116726,13,19,18,16,45,1996,CG,Porto5,Porto4,0
Navio1171,51,12,78965,18,18,15,18,20,2009,CG,Porto1,Porto5,1
Navio1172,21,17,38118,10,12,29,9,17,1993,GSM,Porto1,Porto2,0
Navio1173,47,11,37372,9,17,14,9,24,2018,GSM,Porto5,Porto1,1
Navio1174,32,9,82689,16,18,24,14,90,2021,GSM,Porto5,Porto5,1
Navio1175,52,9,167119,13,9,34,13,45,1993,GL,Porto5,Porto3,0
Navio1176,42,14,30744,18,18,33,5,20,1997,GS,Porto5,Porto5,0
Navio1177,29,9,119514,10,11,29,11,118,1998,GLP,Porto4,Porto3,0
Navio1178,37,17,105614,18,16,29,13,16,1994,GSM,Porto5,Porto4,0
Navio1179,46,17,188342,10,16,33,19,37,1995,GLP,Porto2,Porto5,0
Navio1180,23,15,177264,9,19,17,16,32,2001,GLP,Porto5,Porto1,0
Navio1181,44,17,182196,8,11,13,8,105,2009,CG,Porto5,Porto4,0
Navio1182,43,9,37616,19,13,17,13,60,2022,CNTR,Porto2,Porto1,0
Navio1183,46,17,132387,17,16,13,5,22,2006,GSM,Porto4,Porto3,1
Navio1184,49,17,35462,19,10,26,10,67,1996,GL,Porto5,Porto4,0
Navio1185,32,9,68878,14,11,15,7,44,2012,GLP,Porto1,Porto2,1
Navio1186,43,12,92951,15,16,20,15,98,1991,GLP,Porto4,Porto1,0
Navio1187,31,16,198726,11,18,26,12,52,2020,GL,Porto5,Porto1,0
Navio1188,23,16,130439,9,8,16,5,88,1991,GLP,Porto5,Porto2,0
Navio1189,59,10,109153,16,13,21,16,90,1991,CNTR,Porto1,Porto2,0
Navio1190,22,8,142758,16,16,28,16,59,2008,GSM,Porto3,Porto2,1
Navio1191,27,11,109672,13,8,13,13,30,2003,GSM,Porto3,Porto4,0
Navio1192,47,7,37042,8,19,34,14,35,2013,CG,Porto4,Porto3,0
Navio1193,35,14,45317,9,8,27,15,26,2006,GS,Porto2,Porto2,1
Navio1194,58,15,145724,17,8,28,11,112,1997,GS,Porto4,Porto5,0
Navio1195,26,14,60672,12,13,30,11,56,1994,GLP,Porto3,Porto3,0
Navio1196,44,11,50482,9,13,25,14,74,2018,CNTR,Porto1,Porto5,1
Navio1197,55,14,85387,19,18,19,16,95,2006,GS,Porto3,Porto1,0
Navio1198,15,9,171945,9,19,16,14,114,2010,CG,Porto2,Porto2,0
Navio1199,35,6,64537,12,17,12,17,38,1999,CNTR,Porto4,Porto2,0
Navio1200,43,12,127315,8,15,33,9,79,2020,GL,Porto5,Porto3,1
Navio1201,28,9,41904,11,15,29,12,106,2007,CG,Porto4,Porto2,1
Navio1202,52,7,178797,17,16,17,8,86,2004,CG,Porto3,Porto5,0
Navio1203,54,17,127357,15,8,13,10,102,1995,GSM,Porto2,Porto3,0
Navio1204,19,13,149295,18,15,29,11,84,2018,CNTR,Porto1,Porto2,1
Navio1205,27,14,131989,14,10,29,16,84,2016,CNTR,Porto1,Porto3,1
Navio1206,52,9,122562,19,12,23,14,68,1991,GS,Porto2,Porto5,0
Navio1207,19,13,125980,11,9,17,5,36,2015,CNTR,Porto4,Porto5,1
Navio1208,56,17,114635,12,18,24,8,65,2010,GLP,Porto2,Porto5,1
Navio1209,51,12,124473,9,14,15,12,14,2000,GLP,Porto1,Porto1,0
Navio1210,31,13,42912,11,15,29,15,79,1995,GL,Porto2,Porto5,0
Navio1211,33,15,135894,16,17,24,10,94,1991,GS,Porto1,Porto3,0
Navio1212,52,12,107690,9,18,33,13,78,1994,GS,Porto5,Porto3,0
Navio1213,45,15,147990,9,10,18,11,28,2005,GL,Porto4,Porto5,0
Navio1214,50,12,30102,15,14,12,17,38,1993,CNTR,Porto2,Porto1,0
Navio1215,15,13,181621,14,11,27,13,114,2002,GSM,Porto5,Porto4,0
Navio1216,24,14,71022,17,18,20,6,69,1996,GS,Porto4,Porto5,0
Navio1217,48,11,35698,16,11,20,16,102,2009,CNTR,Porto1,Porto2,1
Navio1218,27,12,128363,11,17,23,15,75,1992,GLP,Porto2,Porto2,0
Navio1219,21,9,191664,18,14,34,19,12,1990,GSM,Porto4,Porto1,0
Navio1220,51,13,135496,19,19,10,6,103,1999,CG,Porto1,Porto4,0
Navio1221,50,8,198298,16,17,16,8,57,2007,CNTR,Porto3,Porto5,0
Navio1222,53,17,59664,12,17,15,18,116,2011,CNTR,Porto5,Porto4,1
Navio1223,51,13,70068,18,9,21,18,74,1997,CNTR,Porto4,Porto1,0
Navio1224,45,14,107768,16,18,33,5,81,2001,GLP,Porto2,Porto4,0
Navio1225,34,8,105154,10,13,20,17,79,2010,CNTR,Porto5,Porto5,1
Navio1226,53,9,112733,8,12,10,8,37,2001,GSM,Porto3,Porto3,0
Navio1227,59,7,157452,17,11,27,12,76,2005,CG,Porto1,Porto1,0
Navio1228,50,14,104312,13,17,18,16,74,2013,CNTR,Porto4,Porto1,1
Navio1229,29,17,192704,15,12,16,17,14,2005,CG,Porto5,Porto2,0
Navio1230,44,7,39814,14,9,25,14,85,2009,GS,Porto1,Porto2,1
Navio1231,32,6,197786,9,17,24,16,52,2009,GLP,Porto3,Porto1,0
Navio1232,18,16,72879,19,8,34,13,41,2010,GSM,Porto2,Porto5,0
Navio1233,44,16,170887,14,9,12,7,102,2011,CNTR,Porto2,Porto2,0
Navio1234,42,6,159346,14,8,18,12,94,2005,GSM,Porto5,Porto1,0
Navio1235,18,11,68448,9,8,32,12,50,1997,CG,Porto3,Porto2,0
Navio1236,48,7,117770,19,13,22,8,15,2003,GSM,Porto4,Porto2,0
Navio1237,42,16,187835,12,17,26,12,110,2013,CNTR,Porto4,Porto4,0
Navio1238,51,11,155080,12,12,28,15,77,2017,GL,Porto5,Porto4,0
Navio1239,36,6,114367,16,13,29,12,33,1996,GSM,Porto1,Porto4,0
Navio1240,54,9,187337,13,10,20,17,39,2014,GLP,Porto2,Porto2,0
Navio1241,57,14,142517,11,8,32,16,103,2005,CG,Porto2,Porto1,0
Navio1242,25,6,114502,11,14,34,12,44,1994,CG,Porto4,Porto3,0
Navio1243,44,14,168035,10,12,34,16,97,1996,GS,Porto1,Porto5,0
Navio1244,44,15,68045,12,12,26,7,71,1997,GLP,Porto4,Porto5,0
Navio1245,39,10,40380,16,10,18,11,48,1991,GLP,Porto3,Porto5,0
Navio1246,31,12,45162,11,16,19,17,61,2011,GSM,Porto4,Porto4,1
Navio1247,15,17,136364,9,17,22,5,117,1994,GSM,Porto1,Porto2,0
Navio1248,51,15,135748,14,14,31,8,65,2002,GLP,Porto2,Porto2,0
Navio1249,49,6,112862,8,15,24,13,106,2020,CNTR,Porto2,Porto1,1
Navio1250,28,17,77454,11,15,27,6,81,2001,GS,Porto5,Porto1,0
Navio1251,16,7,80286,12,14,26,16,90,2012,CG,Porto4,Porto4,1
Navio1252,17,13,170555,13,14,14,11,114,1993,GL,Porto1,Porto4,0
Navio1253,17,8,176729,14,8,33,7,35,2019,CG,Porto5,Porto3,0
Navio1254,34,12,109963,14,15,28,17,56,1993,CG,Porto2,Porto4,0
Navio1255,27,9,124289,18,13,17,5,59,2012,GLP,Porto2,Porto3,1
Navio1256,45,10,121622,17,19,11,6,58,1992,GS,Porto3,Porto1,0
Navio1257,54,10,146537,14,18,15,16,24,2008,CG,Porto2,Porto1,1
Navio1258,36,17,180411,11,16,23,12,78,2011,CG,Porto4,Porto3,0
Navio1259,28,17,126221,18,18,31,6,72,1993,GL,Porto1,Porto5,0
Navio1260,41,11,74493,11,19,22,19,14,1994,GLP,Porto3,Porto5,0
Navio1261,27,6,146590,13,17,13,13,37,2002,CNTR,Porto5,Porto4,0
Navio1262,15,6,197571,17,17,24,12,54,2022,CG,Porto5,Porto3,0
Navio1263,16,14,112169,18,16,28,7,78,2008,CG,Porto5,Porto4,1
Navio1264,51,17,129335,18,19,23,7,16,1996,CNTR,Porto4,Porto1,0
Navio1265,25,12,31337,17,8,34,8,52,2018,CG,Porto2,Porto5,1
Navio1266,57,12,161728,17,16,33,5,34,2013,CG,Porto5,Porto2,0
Navio1267,47,16,196056,9,15,33,16,66,2014,GL,Porto2,Porto2,0
Navio1268,43,10,158975,19,18,25,17,62,2017,GSM,Porto3,Porto2,0
Navio1269,17,14,72506,13,12,20,19,57,2008,GLP,Porto3,Porto4,1
Navio1270,43,15,38489,15,8,25,19,58,2006,GLP,Porto3,Porto3,1
Navio1271,16,6,70874,11,8,26,14,41,1991,CG,Porto5,Porto4,0
Navio1272,28,13,45007,8,19,20,16,34,2004,CNTR,Porto3,Porto2,0
Navio1273,34,11,172929,10,15,14,14,94,2017,GL,Porto4,Porto3,0
Navio1274,32,12,171220,18,13,32,12,119,2003,GS,Porto2,Porto3,0
Navio1275,51,9,76564,13,8,10,9,112,2003,GLP,Porto3,Porto3,0
Navio1276,22,16,123245,12,15,20,16,64,2016,GS,Porto4,Porto4,1
Navio1277,21,15,81057,18,10,18,19,14,2010,GLP,Porto3,Porto4,1
Navio1278,24,6,38661,16,19,18,18,48,2004,GLP,Porto1,Porto3,0
Navio1279,30,10,129227,8,10,23,13,114,2009,GSM,Porto5,Porto1,1
Navio1280,33,8,111177,9,8,20,7,68,2016,GL,Porto5,Porto5,1
Navio1281,44,7,81119,18,14,34,5,69,2007,GL,Porto4,Porto1,1
Navio1282,57,16,96742,15,19,34,9,39,2011,GSM,Porto1,Porto5,0
Navio1283,33,13,148216,8,14,28,19,72,2022,GS,Porto4,Porto3,1
Navio1284,17,7,132369,9,15,32,12,110,2014,CG,Porto5,Porto1,1
Navio1285,44,6,121898,15,10,11,16,13,1997,GLP,Porto3,Porto4,0
Navio1286,32,8,78495,15,19,19,12,12,2017,CNTR,Porto5,Porto4,0
Navio1287,50,13,107257,14,9,16,6,11,1998,CG,Porto4,Porto3,0
Navio1288,34,14,76987,13,17,13,17,60,2012,CNTR,Porto2,Porto4,1
Navio1289,31,16,101856,8,13,23,16,24,2003,GL,Porto5,Porto1,0
Navio1290,38,14,160031,18,12,12,7,112,2020,CNTR,Porto4,Porto4,0
Navio1291,27,6,190528,14,11,32,12,39,1992,GL,Porto4,Porto5,0
Navio1292,50,12,151072,10,19,25,15,111,2015,GLP,Porto2,Porto2,0
Navio1293,17,11,113144,17,17,26,10,111,2003,GSM,Porto5,Porto1,0
Navio1294,35,10,79569,10,19,28,17,71,2020,CNTR,Porto3,Porto1,0
Navio1295,18,13,108222,17,15,24,14,34,2020,GS,Porto1,Porto5,1
Navio1296,32,10,31345,10,13,28,14,33,1990,GSM,Porto5,Porto5,0
Navio1297,59,6,69598,12,13,27,5,98,1993,CG,Porto4,Porto2,0
Navio1298,53,12,100879,17,12,34,7,50,2003,GLP,Porto3,Porto2,0
Navio1299,57,16,38982,13,12,31,9,14,1999,GL,Porto1,Porto2,0
Navio1300,25,10,140784,18,11,10,8,24,2013,CNTR,Porto5,Porto4,1
Navio1301,52,12,148476,14,17,33,14,74,1998,CG,Porto1,Porto2,0
Navio1302,57,10,101848,13,13,27,7,37,2006,GSM,Porto5,Porto5,1
Navio1303,55,6,185384,19,13,21,11,12,1997,GSM,Porto5,Porto3,0
Navio1304,42,8,125743,10,18,19,18,52,2021,GL,Porto4,Porto5,1
Navio1305,19,14,44300,13,17,13,15,101,1996,GS,Porto5,Porto5,0
Navio1306,37,17,55982,13,11,26,17,89,1999,CG,Porto3,Porto5,0
Navio1307,52,13,115116,14,11,29,13,97,2017,GS,Porto3,Porto1,1
Navio1308,50,14,52008,14,11,19,11,29,2000,GSM,Porto5,Porto3,0
Navio1309,45,16,35817,19,14,29,10,77,1997,CNTR,Porto2,Porto4,0
Navio1310,22,12,172419,18,17,13,10,115,2014,CNTR,Porto5,Porto4,0
Navio1311,39,10,167203,9,10,10,10,34,2005,CG,Porto3,Porto2,0
Navio1312,39,10,77403,16,18,26,6,115,2021,GSM,Porto4,Porto3,1
Navio1313,30,15,104231,9,14,19,11,92,2015,GL,Porto5,Porto4,1
Navio1314,25,14,45940,13,15,20,12,48,1999,CNTR,Porto4,Porto1,0
Navio1315,34,10,41762,11,12,18,6,118,2020,CNTR,Porto1,Porto2,1
Navio1316,28,17,102401,10,14,24,12,21,2019,CNTR,Porto2,Porto1,1
Navio1317,54,11,94605,18,12,15,10,10,2009,CNTR,Porto1,Porto3,1
Navio1318,52,9,48918,18,16,25,11,59,2004,CG,Porto5,Porto2,0
Navio1319,54,10,52042,8,8,34,19,119,1997,GSM,Porto5,Porto5,0
Navio1320,33,16,106754,8,16,30,15,42,2006,GSM,Porto5,Porto4,1
Navio1321,22,17,57951,17,16,11,13,104,2001,CNTR,Porto1,Porto5,0
Navio1322,39,8,115218,17,10,30,13,15,2016,CG,Porto1,Porto1,1
Navio1323,47,8,138017,11,14,34,18,64,2018,GSM,Porto4,Porto3,1
Navio1324,59,13,144150,8,11,16,13,10,1996,GS,Porto1,Porto2,0
Navio1325,54,15,81852,9,14,17,5,68,2013,GSM,Porto4,Porto2,1
Navio1326,55,11,66440,13,18,22,10,37,2007,GLP,Porto2,Porto1,1
Navio1327,51,8,47518,14,10,20,10,61,2018,GLP,Porto4,Porto3,1
Navio1328,57,17,128503,9,12,18,16,116,2018,GS,Porto1,Porto1,1
Navio1329,31,7,120569,12,10,29,5,72,2007,CNTR,Porto2,Porto4,1
Navio1330,41,10,95468,14,13,11,19,71,2019,CNTR,Porto2,Porto3,1
Navio1331,55,10,146007,12,8,28,17,117,2002,CG,Porto5,Porto4,0
Navio1332,31,7,59790,9,13,16,5,104,2011,GSM,Porto3,Porto1,1
Navio1333,47,14,81171,8,12,26,19,86,1995,GS,Porto4,Porto2,0
Navio1334,45,15,151916,9,16,24,16,69,1994,GL,Porto1,Porto2,0
Navio1335,35,17,81106,8,13,15,6,48,2014,CNTR,Porto1,Porto2,1
Navio1336,38,8,176407,10,17,11,12,56,1997,GS,Porto1,Porto4,0
Navio1337,30,11,191218,15,9,14,11,41,2015,GS,Porto1,Porto1,0
Navio1338,59,14,88535,18,19,16,10,60,2004,CG,Porto1,Porto5,0
Navio1339,34,8,172998,10,15,21,15,47,2007,GS,Porto1,Porto4,0
Navio1340,49,15,75795,10,8,24,13,49,1993,GS,Porto4,Porto4,0
Navio1341,42,10,179530,19,14,20,5,118,2019,CG,Porto1,Porto2,0
Navio1342,49,17,109940,11,10,30,14,104,2010,CNTR,Porto3,Porto2,1
Navio1343,32,15,117541,9,19,21,12,10,2012,GSM,Porto3,Porto2,0
Navio1344,38,12,185055,14,10,17,15,59,2016,GS,Porto1,Porto5,0
Navio1345,42,7,110009,12,14,32,12,10,1992,GS,Porto5,Porto5,0
Navio1346,28,16,113869,11,8,20,11,111,2008,GSM,Porto5,Porto4,1
Navio1347,38,8,154933,19,10,15,16,70,1992,CNTR,Porto3,Porto2,0
Navio1348,45,12,31537,11,19,30,8,117,1991,GL,Porto5,Porto2,0
Navio1349,20,8,181126,12,13,24,13,36,2008,CG,Porto3,Porto4,0
Navio1350,54,6,103565,19,17,12,14,110,1990,CG,Porto5,Porto2,0
Navio1351,48,17,82869,10,18,30,16,115,2005,GL,Porto1,Porto1,0
Navio1352,49,6,58570,13,19,16,7,74,2004,GL,Porto5,Porto1,0
Navio1353,43,12,46684,14,9,20,13,57,2007,CG,Porto5,Porto4,1
